id,hour,lat,lon,mag,depth,nsta,label
04736,07,35.7057,140.9062,4.1,13.4,34,1
04737,14,33.0362,131.1550,3.3,8.2,20,1
04739,17,33.3148,131.4912,3.0,4.5,20,1
04742,06,33.0500,131.1532,3.5,9.8,20,1
04743,07,32.6815,130.6955,3.4,9.7,20,1
04746,18,32.9865,131.1047,3.7,8.3,20,1
04747,18,32.6953,130.7185,3.6,11.5,20,1
04751,16,32.7197,130.6820,3.0,12.1,20,1
04752,21,32.5873,130.6695,3.9,9.7,20,1
04753,00,38.1765,141.6905,5.0,51.7,40,1
04754,07,32.6927,130.7380,3.6,11.9,20,1
04755,07,43.0630,145.8517,4.4,75.8,40,1
04757,22,32.7105,130.6835,3.3,12.8,20,1
04758,23,33.2735,131.3433,3.2,9.0,20,1
04759,00,32.6005,130.7003,3.8,9.2,20,1
04760,08,32.6962,130.7107,3.5,13.6,20,1
04762,04,32.6538,130.6868,3.1,10.5,20,1
04764,15,33.0110,131.1725,3.5,11.7,20,1
04765,16,33.2528,131.3683,2.2,6.7,20,1
04766,18,33.2610,131.3673,3.2,8.6,20,1
04768,01,36.3422,137.8703,3.2,7.5,20,1
04772,20,32.9453,131.1140,3.4,7.9,20,1
04775,06,32.7382,130.7462,3.8,13.1,20,1
04779,16,32.6170,130.7185,3.4,4.7,20,1
04780,23,32.6113,130.7188,3.1,5.4,20,1
04783,15,32.9877,131.1138,3.4,10.8,20,1
04784,17,32.6950,130.7320,3.3,11.9,20,1
04786,16,32.6308,130.6828,3.8,8.6,20,1
04788,19,32.6118,130.7098,2.7,5.6,20,1
04792,05,32.6408,130.6763,3.6,10.8,20,1
04793,14,32.6797,130.7083,3.4,10.7,20,1
04795,05,32.3048,130.4415,3.4,6.7,20,1
04796,13,32.6722,130.6608,3.3,10.1,20,1
04798,22,32.3885,130.5360,3.8,10.7,20,1
04799,13,24.6982,121.9977,6.4,31.0,14,1
04801,22,32.5883,130.6895,2.9,4.0,19,1
